carat,cut,color,clarity,depth,table,x,y,z,price
0.3644934974401645,-1.007898546482774,-1.4615775834993308,-0.07922233806373201,-0.18812057899196402,0.37816412238508784,0.5478849937095971,0.5667565213500898,0.5292324294389297,0.37838297018633904
-1.070131657419522,0.9630039974213082,0.9120460137399817,2.354959780395016,-0.002338532757532041,-1.6100531735124488,-1.2008466766136157,-1.19247298623967,-1.1918013115888346,-0.5608701521581311
-1.0977206027052855,0.9630039974213082,-0.8681716841895026,1.1378687211656422,-0.2810116021091833,-0.6159445255636804,-1.2215417259665535,-1.19247298623967,-1.2252194424825775,-1.3669741493393945
0.8610945125839023,-0.022447274530732968,0.3186401144301536,-1.2963133972931062,1.019462721531867,0.875218446359472,0.827268159974253,0.7749493624849718,0.9135409347169742,0.9001177393528306
-0.7390643139903638,-1.007898546482774,-1.4615775834993308,1.1378687211656422,-1.209921833281363,0.875218446359472,-0.6834704427901798,-0.6615812413457192,-0.774074675417047,-0.9663234946723763
0.8610945125839023,-1.007898546482774,0.3186401144301536,-1.2963133972931062,-1.0241397870469244,-0.1188902015892963,0.9307434067389397,0.9727325615631108,0.8299956074826169,0.7445308060851595
1.4680513088706928,0.9630039974213082,-0.2747657848796745,1.1378687211656422,0.5550076059457771,-1.1129988495380645,1.323949344444751,1.4099375279463646,1.43152196356999,1.7370689854685484
0.17137088043982218,0.9630039974213082,-0.2747657848796745,0.5293231915509551,-2.231723087570762,-0.1188902015892963,0.4857998456507852,0.5251179531231132,0.2618873822889854,0.41849183694824904
0.8610945125839023,0.9630039974213082,-0.8681716841895026,-0.6877678676784191,0.833680675297435,-0.6159445255636804,0.9203958820624712,0.9519132774496231,1.030504392845075,0.9544355634731427
-0.7942422045618902,-1.007898546482774,-2.054983482809159,2.354959780395016,1.5768088602351762,-1.6100531735124488,-0.7972932142313359,-0.8593644404238573,-0.6905293481826899,-0.7082247636780807
0.5576161144405072,-0.022447274530732968,-0.8681716841895026,-0.6877678676784191,0.2763345365941258,1.8693270943082403,0.6099701417684099,0.5667565213500898,0.6127777566732868,0.5614716204711492
-1.042542712133759,0.9630039974213082,0.9120460137399817,1.1378687211656422,0.46211658282855783,-1.1129988495380645,-1.190499151937147,-1.1716537021261813,-1.1416741152482204,-0.9004685476896871
-0.518352751704258,0.9630039974213082,0.9120460137399817,1.7464142507803293,0.18344351347690654,-0.1188902015892963,-0.4144348012019933,-0.4013401899271157,-0.38976617013900255,0.24106281360652346
-1.1253095479910487,-1.007898546482774,-0.2747657848796745,1.1378687211656422,-1.4885949026330143,0.875218446359472,-1.2939743987018348,-1.2757501226936232,-1.3923100969512927,-1.4450018628614012
-1.070131657419522,0.9630039974213082,1.5054519130498099,-0.07922233806373201,0.2763345365941258,-1.1129988495380645,-1.2422367753194905,-1.2653404806368793,-1.2252194424825775,-0.8383541610594828
0.03342615401100603,-1.007898546482774,-1.4615775834993308,0.5293231915509551,-2.6032871800396324,-0.1188902015892963,0.3409345001802226,0.36897332227195073,0.0780876623733991,0.15133958594709626
-1.0977206027052855,-0.022447274530732968,1.5054519130498099,-0.6877678676784191,0.7407896521802156,-0.6159445255636804,-1.273279349348897,-1.3382079750340876,-1.2419285079294495,-1.1491784388917505
-0.6838864234188372,0.9630039974213082,-1.4615775834993308,-0.07922233806373201,0.09055249035968725,-1.6100531735124488,-0.6213852947313678,-0.6095330310619977,-0.6069840209483326,-1.1369048189392996
0.5576161144405072,-0.022447274530732968,0.9120460137399817,-1.2963133972931062,1.1123537446490863,-0.1188902015892963,0.5789275677390036,0.545937237236601,0.679614018460773,0.4589568170437737
-0.9321869309907062,0.9630039974213082,1.5054519130498099,-0.6877678676784191,0.09055249035968725,-0.7650608227559943,-0.9835486584077726,-0.9738705030480431,-0.9578743953326341,-1.1430244147719975
-0.7666532592761269,0.9630039974213082,-0.2747657848796745,-0.07922233806373201,0.36922555971134513,-1.5603477411150095,-0.7455555908489926,-0.7240390936861836,-0.6905293481826899,-0.8797713544613881
-0.9597758762764694,0.9630039974213082,0.3186401144301536,1.1378687211656422,0.09055249035968725,-1.6100531735124488,-1.0042437077607105,-0.9738705030480431,-0.9745834607795052,-1.02394443351433
1.3025176371561136,-1.9933498184348153,-2.054983482809159,-0.6877678676784191,1.9483729527040468,-1.1129988495380645,1.1790839989741893,1.253792897095203,1.4482310290168625,0.7581059977123149
-0.7666532592761269,0.9630039974213082,0.9120460137399817,-0.6877678676784191,-0.4667936483436219,-0.1188902015892963,-0.7352080661725241,-0.7656776619131601,-0.7907837408639189,-0.7817813218670655
1.247339746584587,-0.022447274530732968,-0.8681716841895026,-1.2963133972931062,0.5550076059457771,-0.1188902015892963,1.1790839989741893,1.1080579083007844,1.2143041127606606,0.8742203243035903
0.9438613484411921,-1.007898546482774,-1.4615775834993308,-0.07922233806373201,0.09055249035968725,0.37816412238508784,0.9824810301212832,1.066419340073808,1.030504392845075,0.8749480379808099
1.1369839654415348,0.9630039974213082,-0.8681716841895026,-0.6877678676784191,-1.4885949026330143,-1.6100531735124488,1.3446443937976889,1.2225639709249705,1.0973406546325613,1.0543590039438524
-0.9873648215622325,0.9630039974213082,0.3186401144301536,2.354959780395016,-1.0241397870469244,-0.1188902015892963,-1.0249387571136475,-1.0675572815587402,-1.1249650498013486,-0.6220170971084236
-1.070131657419522,-1.007898546482774,-1.4615775834993308,-0.6877678676784191,1.5768088602351762,-0.6159445255636804,-1.2422367753194905,-1.296569406807111,-1.1416741152482204,-1.4820161991938845
-0.9597758762764694,-1.007898546482774,0.9120460137399817,-0.07922233806373201,0.09055249035968725,1.8693270943082403,-1.055981331143054,-1.0259187133317635,-1.02471065712012,-1.1384315113045387
-1.0149537668479958,0.9630039974213082,0.3186401144301536,1.7464142507803293,0.18344351347690654,0.875218446359472,-1.1387615285548036,-1.1196054918424607,-1.1082559843544773,-0.9781350960818032
-0.4355859158469683,-1.007898546482774,0.3186401144301536,-0.07922233806373201,-2.138832064453543,0.37816412238508784,-0.23852688170202518,-0.17232806467874398,-0.40647523558587445,-0.21728294737177378
0.005837208725242795,-1.007898546482774,1.5054519130498099,-0.6877678676784191,2.041263975821266,-2.1071074974868327,0.051203809239099174,0.08791298673985946,0.2785964477358573,0.11016481627184843
-1.042542712133759,-1.007898546482774,0.3186401144301536,-0.6877678676784191,0.833680675297435,-0.1188902015892963,-1.190499151937147,-1.1716537021261813,-1.1082559843544773,-1.4612982521921358
-1.2080763838483382,0.9630039974213082,-0.8681716841895026,0.5293231915509551,0.2763345365941258,-0.6159445255636804,-1.4388397441723966,-1.4318947535447846,-1.4257282278450358,-1.6513351609408995
-0.7390643139903638,0.9630039974213082,-0.2747657848796745,-0.6877678676784191,0.18344351347690654,-1.1129988495380645,-0.7041654921431176,-0.682400525459207,-0.6738202827358187,-1.02394443351433
1.4404623635849296,-1.007898546482774,-0.2747657848796745,-0.6877678676784191,1.4839178371179569,-0.6159445255636804,1.2722117210624075,1.3058411073789236,1.4649400944637336,1.2611460529130651
-1.0149537668479958,0.9630039974213082,-0.2747657848796745,1.7464142507803293,-0.9312487639297118,-0.6159445255636804,-1.0973714298489288,-1.1508344180126935,-1.1918013115888346,-0.6549035232396639
-0.4079969705612051,0.9630039974213082,0.3186401144301536,-1.2963133972931062,-0.5596846714608346,-0.6159445255636804,-0.23852688170202518,-0.30765341141641767,-0.3229299083515165,-0.5175864512748233
-0.35281907998967893,0.9630039974213082,-0.2747657848796745,-0.07922233806373201,-0.2810116021091833,-1.1129988495380645,-0.19713678299615026,-0.16191842262200007,-0.20596645022341628,-0.19836069077083854
1.6887628711567988,0.9630039974213082,-0.2747657848796745,0.5293231915509551,0.18344351347690654,0.37816412238508784,1.499857263944719,1.555672516740782,1.548485421698091,1.7843265519349065
1.4404623635849296,0.9630039974213082,0.3186401144301536,-1.2963133972931062,0.6478986290629964,-0.5165336607688022,1.3342968691212194,1.3787086017761319,1.43152196356999,1.2577335563001273
